text,sentiment
didn t fit my watch it did not fit my watch at all disappointed,0
wrong band i received a used broken and incorrect item i ordered the raspberry cloth watch band i received a previously opened black rubber band that was broken,0
not very durable this pen is not very durable i have owned two in the last about six months and both broke at the cap after the first one broke soon after i started using it i thought perhaps it was just a fluke so i bought another one that one broke in the same place there is nothing unusual about how i use or store the pen in fact i keep it in an elastic band with my tablet,0
character assassination and terrible acting even my dog disliked it four paws down from her that was an hour and forty eight minutes of my life wasted if you re a fan don t bother even trying to watch this terrible research on her life and fatal accident horrible acting fyi jayne mansfield never in her life looked like a drag queen in a five dollar walmart halloween wig the entire movie was pretty much a character assassination of her we know she had her demons but this was completely out of line i m sure they lost money on their film budget,0
warning do not buy i bought this for my sister not once but twice she thought she had lost the first one along with a fitbit alta hr even though it was tight enough on her arm that it could not have slipped off so we ordered another one and days later just past amazon s day return policy the new one broke it appears that there s one section where the pieces were glued together so do yourself a favor and buy another band this is from my sister who is more generous in spirit than me this alta fitbit band is beautiful but unfortunately it only lasted just a few days after amazon s return policy expired the black rubber portion of the band pulled away from the section where it was connected my guess is that it may have been glued to this section i am hoping this is the only one that had such a defect and that all the others do not have this problem because it really is a beautiful band,0
doesn t work w wahoo did not work with wahoo tickr works fine with garmin but needed tickr strap and bought based on description,0
one star wouldn t fit properly on my surge fitbit,0
didn t work paid for pay per view match online they took money off my card then when i came to watch event on my fire stick app they told me i had not purchased it,0
one star liked the watch until time to charge and it hasn t worked since,0
seems cheap i purchased the peach colored one and within weeks it is already discolored looks like there is black coming through the band poorly made or just a cheap seller,0
does not work with galaxy smart watch advertised as working with the galaxy smart watch bought it to have a second charger for travel but it does not charge the watch when the watch is placed on the charger it does not charge and the watch displays the message use the original charger,0
piece detached i love the watch itself super pretty but when i opened it one of the handles was detached from the watch and it was a pain to put it back together i was pissed about that but i guess thats what i get for the price,0
poor quality of wristband i really liked the way that this watched looked but unfortunately the wristband broke after two days of use very cheap and very thin piece of leather that connects the wristband to the watch which broke after a very short period of time i d give it five stars if it weren t for the cheap wristband i ll probably end up trying to find another band for it but wouldn t recommend to anyone,0
screen came completely off the day after giving this watch as a christmas present,0
worst movie ever when a movie is free on prime it is probably a bad b movie but this one is even worst al pacino why the story is lacking at every scene there is no connection no meaning of the hangman puzzle nothing do not watch it and hope that it will not be any sequel,0
cheap band band broke in less than months,0
do not purchase this is the worst watch it has never updated correctly and is now officially dead customer support sucks,0
my bad experience with this product my bad experience with this first of all let me say it was not the seller s fault i purchased this projector for myself unfortunately i either got a lemon or a factory reject i was quite disappointed and head problems with it the first one was the programming and not being able to adjust the picture they have standard user and dynamic mode for the picture the only time that you could adjust contrast brightness color or sharpness was in user mode only and you could not adjust the hue the second problem i had were the color of the people the white people had a green hue to them and the black people had an orange hue to them or if the guy was wearing a black suit you could see the lapels his jacket the third problem i had was the color of the picture itself during a semi dark scenes you could not see any of the actors in the room unless they smiled or more moved in front of a window or light in the room if someone had a white lab coat on the picture was so bright you could only see their head or their hands and maybe their legs until they moved into a darker room if you were watching sports you could not watch a hockey game because the color was so bright everyone faded away and you couldn t see the puck at all it was as if it didn t have color correction lake on most tvs the last problem that i had was the focus it always seemed a little blurry even though the focus was at maximum to the left and it really needed to go at least another or turn to get true clarity and if you watched it for too long like that you would get sick after my experience i probably would not recommend or buy another one like this the old saying is true you get what you payed for but that s just me ps i do have to say the seller was gracious enough to give me a full refund and did so very quickly,0
don t buy this product does not work when i try to charge my fitbit i get a message that says there is not enough power to charge but i m plugging into every outlet in my home that i use every day with no problem whatsoever,0
material snags holes loved that it looked nice it was snug nice color too the styro never stayed in place they pooped out when you sat down a few times days after putting it on it got a snag and made holes i was going to buy one for my loveseat even had it in the cart but not now i wasted bucks on something for the trash i m disappointed this will be ok if you don t have kids dogs and watch anything on your clothing that may snag like belts or rivets,0
would be good if it was curved to match the watch screen good quality tempered glass easy to install touch screen works unfortunately it s flat and the watch curves at the edge so it leaves a gap which catches on things and after a few times the protector pops off,0
shrunk drastically after first wash loved it when i first tried it on shrunk by half after the first wash is now way too short and not wearable very bummed love the color love the fabric,0
waste of money had it on my watch for about a week and it s cracked all along the edges didn t drop or hit my watch against anything just a bad quality product,0
will not stick to watch do not purchase does not stick to iwatch,0
don t buy this crap i m on my rd headset due to warranty if i wouldn t get a new one for free i would have already switched im about to file my last warranty claim on this one and then selling it on ebay this piece of shi headset has been annoying me for the past few years it constantly cuts out and reconnects not a big issue as it only takes seconds to reconnect in the middle of a game where comms matter it can certainly change the game outcome its extremely annoying when trying to watch videos or listen to music this is a piece of crap headset dont bother with it and honestly i ve been a loyal logitech customer and yes their support is great however this done it for me going to look elsewhere from now on,0
apple watch band not fitbit blaze received a replacement band for an apple watch not for my fitbit blaze completely unusable for a fitbit,0
does not provide enough power to properly charge too slow to be useful the charger cables provide very low current new generation apple watch won t even fully charge and older watch will charge very slowly the other side of the cable will charge iphones and ipads much slower than a normal cable,0
spiderman watch i received the watch on time but it is not working all its functions are not working this is the first time i experience such case with amazon,0
bummed doesn t close around my watch super bummed i ordered this and my watch was on back order finally got my watch and was so excited but now i have to order a new case and wait again to wear my watch because this case is faulty the case had great reviews i think i must have just got a bad one the case won t close all the way on one side super bummed,0
wrong one did bot fit the gear is different and the tab where it bolts to the trans it was longer than the other one,0
horrible ruined my watch battery horrible product cord tore on first use didn t charge watch all the way made it hot to touch more than likely ruined my watch battery do not purchase,0
print doesn t last band is of good quality however the print is very low quality if i could give it a lower rating of star i would print started to wear off after a week of wear by two weeks the print was almost completely worn off soap and water washes off the print should have just bought a plain band i loved the print but it just didn t last,0
would not recommend my son needed this today for career day he was so excited only to find it was very cheaply made to the point where he couldn t use most of it the watch stayed home because it wouldn t buckle the flash light doesn t work well at all because of the poor quality no matter how you adjust the vest shield it rides up poking him in the cheeks the hand shield broke as soon as he picked it up also missing paper that goes in officer sleeve,0
this watch isn t stainless steel as the description says it this watch isn t stainless steel as the description says it is seller wasn t helpful when i raised this issue if i wanted a plastic watch case i would have searched for a plastic watch case,0
this watch is junk it doesnt do bp at all you see it in the picture and the title buts its not on watch or on the software,0
stopped working just after the return period the product stopped work connecting to any computer there are files in the watch but i used several different usb cables and the different computer but i can t get the files out,0
disappointed disappointed i bought it it was just a movie to watch it had some good spots but avengers and infinity war was better then this lastly to much curse words for a teens movie,0
isn t properly secure very beautiful so many compliments however it wasn t properly secured on my watch it kept falling off anytime something touched it i was in town and unfortunately i realized it was gone when i look down at my watch was kind of sad because it was so pretty but not worth buying another just to lose it again,0
tiny tiny tiny if you re looking for only of your watch to covered then this is the screen protector for you i don t know why it s so small but it does not cover the mm,0
disappointed furious the package arrived already opened and the watch was missing returning it immediately would give it a zero star if that was possible,0
not that great you have to open and take something out for it to work it takes watch style batteries which are in it and i didn t feel safe giving it as a party favor like i planned,0
watch for the bing it s lovely but there is a loud bing every beats it is very distracting and i could not keep it,0
defective drill driver the drill driver constantly pops out of gear it starts working when you switch it to the opposite direction for about seconds then it pops out of gear and free spins until you switch directions again pretty annoying,0
useless less than one day and it s already half separated from the screen when it s seperated like that the watch won t register touch right,0
watch what you buy on amazon and don t buy this piece of expensive trash after less than two of months using this kettle every day i have had now twice where the machine started boiling water on its own and had to be unplugged to stop had i not been home there is zero doubt it would have continued until it exploded and what catch fire i just contacted amazon customer service and was put through some ridiculous reset which would have accomplished nothing to fix the problem then was informed i would need to contact the manufacturer as the return window has closed really amazon refuses to on their own take care of this very evident fire and safety issue where they certainly would have born some responsibility had my house burned down and is forcing me to fix the problem on my own had i purchased this from target or another store i simply would have returned it for a new one which is exactly what amazon should be doing right now the agent clearly did not understand what the real issue is and has caused me to rethink every purchase i make through them i strongly suggest any reader seeing this to do the same they could care less when they clearly are selling defective merchandise they take zero responsibility and the consumer is on their own buyer beware your house could easily burn down and they don t care update i just posted this the day before yesterday and got no help from amazon at all and now the kettle won t shut off at all you have to unplug it to get it to immediately start boiling water it will not stop boiling until you unplug this extreme fire hazard i m handicapped and had this put on my bedside table as i do nothing except drink tea all day so i have watched this piece of garbage go from working well to a complete disaster in less than six weeks don t buy this product amazon will not stand behind what they sell,0
watch bands wrong product it said it was for samsung gear fit but nope wrong bands very flimsy,0
very poor manufacturing screw holes do not align well with very poor manufacturing screw holes do not align well with garmin vivosmart hr device had to use super glue to maintain connection would not recommend for replacement band,0
the edge on this band irritates the wrist have the edge on this band irritates the wrist have bought a dozen or more different bands never experienced this before,0
i want to send them back hardly used the band that holds the headset together split in two,0
won t do anything it claims it can do do not purchase this fitbit surge if i ever saw a pure piece of junk this fitbit surge has to take the prize,0
screen just cracked after i put on the screen protector i charged my watch and went to sleep when i woke up i put my watch on and found a crack around the curve,0
do noy buy will not last this unit died within a year had it replaced and the new one also died replacement also died within a year and was replaced sadly the replacement for the replacement lasted months and also died was offered a discount to purchase a new fitbit still for a unit that has consistently died within months don t waste your,0
keep shopping i bought this band approximately months ago i don t do anything crazy with my fitbit and i m generally not overly hard on things however this band has broken the company reports that they back this product with a month warranty and to contact them directly for replacement they specifically ask that you go through the contact seller link on your order page guess what their contact link is missing and not existent they proclaim to back their product but in fact have no intention of doing so keep shopping for another product and a company with better customer service,0
the worst rarely if ever do i have such negative feelings about a product as i do with this heart monitor first it is near to impossible to find the side buttons in order to change the function there is no marking on the side two functions on each side one has to depress the hidden button just at the right place with the correct pressure in order for the function to be initiated second in order for the monitor to register my heart rate it has to be put on extremely snug and this pressure hurts my wrist third i seriously am frustrated by the fact that i have to keep my arm quite high in order for the registry be made four contact is made and the registry begins noting my heart rate for some reason it looses contact and my rate will either jump up or down five i have trouble for the watch to keep a charge for more than an hour or so,0
i don t recommend this watch did not work with my iphone s even after i downloaded the app did not want to connect with bluetooth i don t recommend this watch,0
band too small way too small band doesn t extend partner feels his area is going to loose oxygen cause it s so tight other than that it s good,0
can t be returned worthless and the so called prime that i pay for won t let me return it watch urself w this one,0
doesn t work with series watch did not work on my series watch the edges of the glass would not seal down,0
hard to turn knob the watch looks good but the knob is hard to use if you want to adjust the time the package arrived without a manual and receipt,0
not what i wanted i bought this fitbit to track my swimming workouts according to the description it can go under water and track swimming workouts i don t see swimming as an optional activity to track,0
one star returning the watch as it did not work,0
these sandals fit fine but they are not comfortable to wear these sandals fit fine but they are not comfortable to wear they have little bumps on the sole that are very uncomfortable i will have to put insoles in them to make them wearable or send them back,0
very large watch this watch is massive had to send it back,0
doesn t fit low quality it s too wide to fit the watch it claims it s for i mean it isn t even the money that s the problem i mean you robbed me however it s the fact that there s no returns period which tells me the seller knew it s product was flawed and is selling them to unsuspecting people everyday thanks for nothing,0
cheap cheap cheap cheap cant even wear it because the band cuts my arm it s very sharp,0
not working at all this watch has not worked properly and now is not running at all very disappointed,0
broke under two months edit so after having this tracker for less than two months it has completely gone haywire on me never showered with it so it has nothing to do with water kept it charged when needed and it still broke on me now it goes off on it s own without touching the screen even with the settings set to go off only when touched sometimes it won t turn on at all when it does it goes through all the programs and randomly starts hikes or runs without the command it doesnt track steps correctly as i wore it and a fitbit on my other wrist it counts two steps instead of one it does not properly record sleep as it thinks just sitting on the couch watching a movie is light sleep highly disappointed in the product i guess i ll just have to toss it and move on the company does not answer any questions nor emails very upset over it finding it is not accurately hitting my sleeping patterns as it is using my laying down as light sleep instead of me actual sleeping but i will continue to keep my eye on it and update when necessary the app is easy to use but i find it has a hard time configuring with the watch whenever i m off of wifi and back on the battery life is amazing charged it once when i received it and it is still going strong,0
put on garmin forerunner right out of box and had put on garmin forerunner right out of box and had multiple air pockets as though shield is bent or warped,0
what did i just watch um if your making a documentary you might want to include at least one sentence that is evidence to support your claim,0
one star watch fell of table fell apart not built well,0
can still get a crack it s too small it could still get a crack the way it s on my watch it s not fully on there either i not only bought one for myself but i bought one for my husband and they just to small for our watches,0
too small for your gear way too small held the dslr with no room for anything else unless you literally only need a bag to hold the camera with no other lenses look elsewhere,0
my running gear and this is by far the worst in an attempt to try and find a i have tried many detergents for my running gear and this is by far the worst in an attempt to try and find a different and better detergent i decided to give this brand a try after two long cycle washes with more than the recommended amount of detergent my running clothes smelled as if they had not been washed at all significantly inferior to other brands i have used,0
one star terrible fit kept slipping out of my apple series watch,0
garmin watch this product was not new as described it did not come in a garmin box plain white box i had a hard time setting up the device because another persons information was on the garmin i had to have a tech look into it he reset the watch back to factory settings and it worked i sent the seller two emails regarding a used watch i have had no response for the price of the watch i would have bought used no resolution as of today,0
too bad because they look very nice used both all ready first one broke and the second flew off the watch as neither stuck to the watch well too bad because they look very nice,0
find another case elastic band broke immediately zipper sticks and is hard to open disappointed,0
useless the step tracker seems accurate but the calories burned counter is a joke according to this device i burn an average of calories a day i m not an olympian but i think i burn more calories than that other it s very hard to figure out the settings on this the strap is rigid uncomfortable i should have bought another fitbit which is what i will have to do now anyway after wasting money on this,0
the lamest most boring home invasion movie i ve ever seen what a letdown the perps were clowns the victims were unconvincing and the accents were so thick one needs subtitles to know what they re saying i had to bail about halfway through this boring tedious mess by that time i didn t really care what was going to happen if anything ever did if you want to see a truly terrifying home invasion movie watch the strangers instead,0
not waterproof this is not waterproof i watch a little boy overnight with some medical issues that makes him have accidents every time he has an accident it leaks through this mattress cover and not just a little bit like i have no protector on it at all now i m hoping that my brand new mattress isn t ruined because this product doesn t work at all,0
good buy for my money great watch nice price but i sent a review an said that one of the watches hands was not work an up to now have not gotten a replacment or responce on my purchase,0
missing parts watch came without extra sizing links cannot purchase the links without purchasing a new band will be returning,0
does not stick star only because it shipped on time after minutes of wearing my wedding band the adjuster totally slid off and did not stick waste of money,0
ruined the functionality of my fitbit blaze the concept is wonderful i love how stylish it is however it doesn t work well it basically ruined the buttons on my blaze to the point where i had to call fitbit support to walk through a hard reset for my blaze they blaze works well in other bands but this one is way too tight it may be a defect of the one i received,0
don t waste your money on this scam so this product doesn t come with a power adapter so you have to buy that separately however even after purchasing the exact type of adapter recommended by the listing the charger still will not charge my iphone x apple watch series or ear buds individually or together when more than item is on the charger it drains one then drains the other one the convenience of having charging station was exciting to me however it does no good when it doesn t charge anything if you have any of these products i highly suggest you don t purchase this charger update when i received the charger the seller included a card offering gift card for a review i posted this review and was then contacted offering a gift card code after it is deleted and we confirm it is deleted i reported them to amazon fraud and posted this update,0
one star this never charged my fitbit at all it was completely defective upon arrival,0
sucks i haven t had this watch a year and only wear it or days a month as i have many watches out of all the watches i have this is the only one that builds up moisture inside and builds up on the watch face it seems there s nothing i can do about it if i were you i d find a citizen,0
no watch in the box received a box with no watch inside of it,0
it did not work it did not work with my watch though it is the same specification looks like a dead battery,0
bags have changed no longer quality bags disappointed this time we have purchased these pick up bags for several years and loved that they come on a big roll this most recent order the product has changed packaging is the same the bags are thinner and tear into the bag not just the perforations for separating the bags i am returning this item and the seller vendor is issuing a refund so i do not blame the seller vendor perhaps they will check with the manufacturer i will watch the future reviews and purchase again if reviews state differently very disappointing have considered these stars before this shipment bummer,0
wouldn t buy again waist band is too tight and the part that goes under you is way too big,0
one star cant watch netflix with it,0
link broke i attached the watchband looked great went to put it on and the o link on the band connecting to the chain broke off sent back,0
meh watch the original long and boring nothing like the first my kids disliked it,0
blinking screen the watch came today the packaging was nice and i had high hopes for this watch unfortunately it does not work i pressed the screen to turn it on as the instructions direct and half the screen is blinking disappointed that i ll have to return it,0
hate them updated i had the previous version which were good these suck they refuse to connect to a new device if the previous one is anywhere around i constantly have to walk two rooms away to turn off my ipad even though i m sitting right in front of my laptop selecting these headphones when i power them up forget about connecting to two devices at once never works battery life is bad with no warning till they are about to die i won t even start on the silly chinese to english voice prompts after a few more days of use they just snapped in half most every day i work with thousands of of high end video equipment i know how to be careful with gear i mis the days before amazon allowed it s self to be flooded with cheep junk,0
save urself a headache most annoying watch ever i can t bare that stupid asian accent,0
i was very disappointed to see that i lost my iwatch due to i was very disappointed to see that i lost my iwatch due to the instability of the band luckily there was a good samaritan who left it at a lost and found and i was able to recover my watch and see where the band broke only after having used it one time i am very disappointed due to me absolutely loving the style of the band,0
whole season did not drop ordered assuming entire season dropped and now own what i can watch on my regular tv for free,0
the product was faulty i bought this product for my fitbit but it will not charge cause the cable is broke and has never been used i just took it out of the package and plugged it in and it is not making a connection cause one of the metal prongs is missing,0
only compatible with android what s really excited to get this for my daughter i read the description several times and never noticed that only in one place does it say that it only compatible with other watches and android phones we re a house of iphone users and unable to message with the watch,0
rubber band was cracking up when handled could not install item looked as new and well packaged but when handled and at installation it started to disintegrated rubber lost its flexibility like if it has been degraded by age or sunlight completely unusable,0
do not buy this product killed the battery in my fitbit and in my phone i had to replace both of them,0
so stiff the band is so stiff it looks good from far away but definitely faux leather like from up close not very comfortable i just end up wearing the band my watch came with,0
not what i expected these are so bulky and wide that i cannot ise them the loops themselves are wide also nothing like i was expecting if you re looking for a thick and heavy duty band then you ll love these,0
don t get waste of time first off i bought this watch and two other for of my kids it took me a little bit to start messing with them and activate the sim card we ll never could get it too work so my dad tried and then i tried again i spoke to amazon support emailed the company and talked to speed talk who advised me they don t cover my area but when you go on their website it shows where they do so i activated a different sim card and the company gave me a number that was already in use i don t think that s very safe for children i am so upset because this is the one thing my son has been asking about,0
not worth your money i had it for one week and it wouldn t charge anymore i sent it back and bought a fitbit,0
date will not advance i like this watch and i have bought several over the years of this similar type but this last one that i purchased has a problem the date will not advance and i have to manually change it,0
disappointing quality i was really excited to get so many resistance levels with this pack but the light resistance band began tearing only after uses,0
shoddy workmanship the top edge on both were finished with a band it was already frayed and will only get worse with use i tried it out and didn t make much difference in keeping drink cool also doesn t fit oz cans other than that lol the fabric was nice quality and it s a cute print,0
messed up my order disappointed the band is very thick itchy and they sent me a pink screen protector when in the picture it appears black don t waste your money especially on the hyper grape band if i could give this product stars i would,0
poor quality these things looked worn out out of the package and fell apart from the waist band after wash since i had washed them i didnt bother to return them since it would look like i was trying to return old underwear rip off,0
it s a pass from me unacceptable number of bubbles sending this back looks awful on my brand new watch and makes it hard to read and press things since it s not flush with the surface returning,0
beware weak welding of the nut in the tube that connects to hitch rack the nut that accepts the threaded bolt which connects the bike carrier to the hitch rack is welded and the welding is defective one trip is all it took for the nut to come loose and so it is broken cannot tighten the bolt anymore luckily the pin stayed otherwise it could have caused a major accident because the bike carrier could have come loose with the bikes and hit any cars behind us so watch out this is not acceptable at all now i have to manually saw the bolt out and somehow remove the rack to return what a pain,0
cheap the crown was broken before she even got to wear it the wand broke within the first minutes and it fell on the carpet it was a disaster so disappointed to give a birthday present and watch it fall apart in front of my eyes,0
awful horribly violent from the start i couldn t watch it,0
cracked in the corner both i ordered this product for my husband s new apple watch after reading great reviews of it the very first day my husband used these they both cracked of course it s better than his screen cracking but what good is paying for something that isn t going to hold up,0
too much work to get nothing after going through all the hoops and ropes back and forth the to tv and entering the code shown on the tv screen then go to another room to boot up pc to enter code and then my providers password it stated i ve been authenticated then back to the tv after shutting down my pc and i go to the app which required me to write down another code go to my pc and do the same routine over and over again never mind there is too much other stuff to watch without the workout that produces nothing i want my time back that i wasted,0
does not fit the mm apple watch does not actually fit the mm apple watch at all most of screen is still showing would not recommend this product and suggest waiting till someone comes out with one that actually will fit this model,0
do not purchase if you actually want to track fitness stats i purchased this device back in june i have been exercising regularly for a few years now and i decided to treat myself to this item as a birthday present big mistake when i work out i exercise vigorously i go to the gym to get a good intense workout in and usually come out sweating i do both cardio and weights but this device runs into the most problems when it comes to cardio the heart rate tracker literally cannot read through my sweat yes you read that correctly a fitness tracker cannot read your heart rate through sweat how ironic my heart rate will jump during intense steady state cardio from to to a blank screen as you can see in the photo attached to then etc i contacted fitbit customer service and was sent a replacement device it also didn t work then they sent me a second replacement device it also fails to accurately track my fitness stats given that this is the third device that has failed to record my stats it clearly is their technology that is faulty they refuse to reimburse me for their faulty product if you actually care about exercising and want to do so with anything more than moderate intensity don t even waste your money on this device i d recommend spending the extra on a polar watch or apple watch to get a product that will actually work for years at a time i am so incredibly disappointed with this product and the fitbit customer service team who despite acknowledging the problem with their faulty technology refuses to correct the situation with me,0
looses it s battery power this is my third fitbit i love how they handle but this one drops off the battery power without a warning or anything,0
waist of money and time this movie was horrible i was sooo disappointed honestly i wouldn t watch it if it was free i might have laughed times the best part of the movie was when it was over,0
dick jane stephen king produces works at the reading level of a dick jane book only the simplest of simpletons would find his material good so what do you get when you take his crappy novels and turn them into movies you wind up with a good laugh this movie essentially nothing more than makeup on a pig did a great job of showing just how horrible king s books really are watch it for the laughs because that s basically all it offers,0
don t order if you want to actually access your phone while walking running cannot get phone in and out even while walking it s just a band that wraps around the arm i could achieve the same result with an ace bandage,0
poor quality the pin fell out of the clasp making the watchband unusable it worked for about a week before the pin fell out the band seemed pretty sturdy otherwise and looked nice with the frontier watch,0
like the watch but not the condition it arrived in like the watch but not the condition it arrived in it has finger print on the crystal and buckle box was crushed and user manual was not in box i like returned and reorder second time still the sam condition i will return this replacement order also i ordered other g shock models from amazon before and always arrived in brand new perfect condition maybe just this particular model,0
absolute junk terrible seller response dead on arrival and customer service is useless though the watch never worked they want me to pay return postage to send it back for refund i d highly recommend not using this seller beware or you ll get stuck with useless piece of crap,0
cable subscription required need a cable subscription to watch,0
soooo disappointed i recently did a huge chop on cable i have the firestick had huge hopes one of my fav shows was air disasters long story short on my firestick i downloaded the smithsonian app everytime i click the icon that says open itll do a spin and back to saying open nice trick but i would like to actually watch some shows so disappointed,0
don t watch with young children you see quite a lot of greatness in this movie but also some vulgarity and profanity that i am positive fred would not have wanted and that wasn t necessary to tell this story,0
watch carefully you will be deceived for i expected more than little accessories be sure and read between the lines st picture i expected and picture is what i received,0
the watch stop working after months the battery depleted the watch stop working after months the battery depleted solar battery it most last long time very difficult to find a new one,0
adhesive doesn t grab screen flush like other protectors i ve used bubbles under screen edges make it impossible to smooth out adhesive doesn t grab screen flush like other protectors i ve used waste of money coming off and need to order another that won t look messy on my apple watch,0
do not buy i ordered the qalo women s lilac wedding band in a size i got a black wedding band in a size so i can t even use it since all of my fingers are was too small worst purchase ever,0
one star the neck band is cheap and the unit fell off the collar never to be found,0
and i would like a new one my watch fogged up on me and i would like a new one,0
how can you sell junk like this the watch has stopped on two occasions pretty bad stuff for a quality product,0
one star did not enjoy at all fast forwarded after watch hour,0
good initially was loving this phone ring and it started out really stiff and perfect all of a sudden it now spins all around it won t hold my phone up on the vent when driving it won t hold up the phone when using it to watch something the sticky part is extremely strong i cannot take it off and replace it with the second ring that comes with it i need to buy a new case just because of this ring,0
i did like that it fit really well on the watch face i did like that it fit really well on the watch face however it shattered the second i removed it to clean the watch face,0
ghz band stopped working after months ghz band stopped working after months definitely not worth the money even for refurbished pricing,0
if this product is not in its original box don t keep it only came with the watch box in a tan bag no box no paperwork no power adapter no cleaning cloth don t known it it even works right now it s a paper weight contacted amazon to fix the problem and was given a refund for a mac adapter and was told that he would send me a link to buy a adapter that might work not will work,0
new gear box lasted min new gear box lasted min which is about min longer than the original set that came with the car bought the car for my son for christmas lasted min before it stopped working finally had the time to fix it and realized that it was the gear box i needed to replace ordered this new set after taking the time to replace it on the car my son took it out to play and within min stripped the gears again he was not using reverse to stop the car either he was simply driving around the yard on grass and after a few hard turns you could hear the motor spinning and see the car go nowhere as many have said they need to upgrade these gear boxes to handle the power of the motor,0
it is a bad product this watch is very slow in charging and doesn t take long for the battery to run dry i think i wasted my money on it,0
will not recharge i ve had this watch for a few months it worked fine until recently when the battery got low and i put it on the charger it would not take the charge i took it to a jeweler who told me it is not a battery but an electrode that charges it there is not any instruction anywhere in the manual or on the box on how to contact customer service for replacement or repair so it seems like a dead end i wrote to amazon about it but have gotten no reply don t buy weeks after writing this review i finally got a replacement watch but it took multiple attempts to get the replacement i am hoping the first faulty watch was just a fluke and this one will continue to work fine,0
this band broke my fitbit do not buy this product when i got the band and attempted to put my fitbit device into the frame it was a snug fit and took some pressure to get it to sit properly upon taking the fitbit device out of the frame all of the buttons were broken now when pressing one of the buttons on the side of the device it no longer registers that a button is being push do not buy this product,0
ordered the pack of and received i ve ordered the pack of and received i ve put it in my watch and is working but it s only been minutes there is no way for me to contact the seller about only receiving so i guess i m stuck and learned my lesson,0
horrible the watch screen doesn t register the touch after you install this huge waste of money,0
dont waste your money this is probably the absolute worst movie i ve ever tried to watch didn t even get to the ending couldn t stand watching another second and i love the rock of course it didn t help matters that the disc kept starting and stopping,0
doesn t work watch charger doa iphone charger worked for weeks now dead very difficult to place phone on tooth like ledge for charging avoid this thing at all costs waste of money,0
why the delay prime i love the show enough to shell out for a season pass and then prime doesn t deliver the goods on time i should have bought this on itunes instead then i would be able to watch this reasonably soon after its release date can i request a refund on grounds of poor service delivery,0
watch out for wrong product not a herm sprenger collar made in china tag on plastic bag doesn t have the same design as the picture,0
cheap material hat looked fine but cheap flimsy when i first received it but once you sweat on it the color changes crazy thing is only the small band on the front of the hat changed color so now it looks like a cheap sun hat i probably could have made myself the back flap is a flimsy material when you wash the hat the flap wrinkles and you must iron it,0
one star website very slow and could not watch tv,0
the seller should check their products before shipping both products were damaged the first watch was working in attempt to fix that problem a second watch was sent the time changing knob on the second watch was broken and there was a missing rhinestones on the second watch,0
bad design for a sleeping mask bigger is not better the eye mask is very large for my face it covers all of my forehead instead of the area below my eyes it needs a larger longer nose notch also the mask is so wide that when i sleep on my side the mask gets caught on my pillow and moves to let light in i don t particularly like the velcro band and how the band is attached to the mask itself if the band moves little it allows light to get in i would prefer the thin sliding buckle also only the masks came in my order the separate pouch with the ear plugs were not included as described in the original posted description so my order was delivered incomplete if you use these eye mask only sleeping vertically they may work but they are terrible for sleeping horizontally i would not recommend them,0
camera fell twice not using again the mount in the bottom comes loose as the camera moves in the holster and unscrews luckily the first time the screw came out i was squatting and the other time was in grass or i would be out some solid money avoid this product if you like your gear,0
don t waste your time getting this app there s really nothing to do in the game you really just sit there and just watch and hope you ll win the flying to different parts of the slide to get ahead is not good it won t correctly aim where you want it to go i believe this is not a good game and if you are looking into getting it please consider all of this,0
one star made band very bulky and rubbed too much on penis,0
needed a replacement item was received as scheduled watch was in new condition the chronograph function would not reset returned and requested replacement second watch arrived and has functioned flawlessly some reviews indicated that the watch was nor water resistance today i submerged watch for over an hour and it has remained water tight one star rating for first watch only,0
